code1,code2,distance
ug,pe,0.642
ug,pf,0.6706
ug,pg,0.5595
ug,ph,0.6404
ug,pk,0.6845
ug,pl,0.7295
ug,pm,0.6242
ug,pn,0.6273
ug,pr,0.6545
ug,ps,0.6412
ug,pt,0.5678
ug,pw,0.8443
ug,py,0.7431
ug,qa,0.6811
ug,re,0.6865
ug,ro,0.5438
ug,rs,0.6215
ug,ru,0.6688
ug,rw,0.6836
ug,sa,0.6526
ug,sb,0.6292
ug,sc,0.6212
ug,sd,0.6522
ug,se,0.6682
ug,sg,0.7258
ug,sh,0.6634
ug,si,0.7171
ug,sj,0.5882
ug,sk,0.6518
ug,sl,0.7642
ug,sm,0.7887
ug,sn,0.5704
ug,so,0.7938
ug,sr,0.5111
ug,ss,0.6198
ug,st,0.5832
ug,sv,0.8045
ug,sx,0.6289
ug,sy,0.6799
ug,sz,0.512
ug,tc,0.6602
ug,td,0.5354
ug,tf,0.6961
ug,tg,0.5083
ug,th,0.5236
ug,tj,0.6988
ug,tk,0.5962
ug,tl,0.5566
ug,tm,0.6328
ug,tn,0.6069
ug,to,0.5806
ug,tr,0.6113
ug,tt,0.5684
ug,tv,0.7467
ug,tw,0.6127
ug,tz,0.6459
ug,ua,0.6378
ug,ug,0.0
ug,um,0.6064
ug,us,0.6064
ug,uy,0.7539
ug,uz,0.7426
ug,va,0.7242
ug,vc,0.5909
ug,ve,0.5158
ug,vg,0.6359
ug,vi,0.7816
ug,vn,0.6276
ug,vu,0.5634
ug,wf,0.5994
ug,ws,0.5858
ug,xk,0.6943
ug,ye,0.7015
ug,yt,0.819
ug,za,0.6167
ug,zm,0.5904
ug,zw,0.4717
um,ad,0.5335
um,ae,0.6035
um,af,0.57
um,ag,0.5619
um,ai,0.635
um,al,0.6924
um,am,0.5662
um,ao,0.6747
um,aq,0.5942
um,ar,0.542
um,as,0.5547
um,at,0.5685
um,au,0.6511
um,aw,0.5698
um,ax,0.5777
um,az,0.5472
um,ba,0.6047
um,bb,0.5916
um,bd,0.6358
um,be,0.5568
um,bf,0.6208
um,bg,0.5766
um,bh,0.5932
um,bi,0.505
um,bj,0.5285
um,bl,0.5707
um,bm,0.5289
um,bn,0.588
um,bo,0.588
um,bq,0.6193
um,br,0.6112
um,bs,0.5965
um,bt,0.5452
um,bv,0.504
um,bw,0.5743
um,by,0.5987
um,bz,0.5588
um,ca,0.6072
um,cc,0.7339
um,cd,0.6026
um,cf,0.5355
um,cg,0.5056
um,ch,0.6379
um,ci,0.5879
um,ck,0.6284
um,cl,0.5139
um,cm,0.5242
um,cn,0.6438
um,co,0.6066
um,cr,0.5472
um,cu,0.5684
um,cv,0.5642
um,cw,0.6289
um,cx,0.6027
um,cy,0.6122
um,cz,0.5349
um,de,0.6193
um,dj,0.5868
um,dk,0.5762
um,dm,0.568
um,do,0.4987
um,dz,0.5391
um,ec,0.587
um,ee,0.5961
um,eg,0.6234
um,eh,0.6023
um,er,0.5492
um,es,0.5602
um,et,0.5453
um,fi,0.5867
um,fj,0.5194
um,fk,0.6138
um,fm,0.5967
um,fo,0.5505
um,fr,0.5283
um,ga,0.5546
um,gb-eng,0.5942
um,gb-nir,0.5976
um,gb-sct,0.5704
um,gb-wls,0.5707
um,gb,0.5091
um,gd,0.5316
um,ge,0.5948
um,gf,0.6377
um,gg,0.5845
um,gh,0.5941
um,gi,0.5999
um,gl,0.5673
um,gm,0.572
um,gn,0.5823
um,gp,0.6372
um,gq,0.5248
um,gr,0.5296
um,gs,0.6204
um,gt,0.5351
um,gu,0.6099
um,gw,0.5835
um,gy,0.5384
um,hk,0.6057
um,hm,0.685
um,hn,0.6358
um,hr,0.5843
um,ht,0.5298
um,hu,0.5286
um,id,0.5926
um,ie,0.4893
um,il,0.5802
um,im,0.6186
um,in,0.5783
um,io,0.5231
um,iq,0.6243
um,ir,0.5325
um,is,0.5527
um,it,0.5131
um,je,0.5707
um,jm,0.6192
um,jo,0.6022
um,jp,0.6198
um,ke,0.6352
um,kg,0.682
um,kh,0.579
um,ki,0.4583
um,km,0.5297
um,kn,0.5835
um,kp,0.5702
um,kr,0.5799
um,kw,0.5499
um,ky,0.6243
um,kz,0.6305
um,la,0.565
um,lb,0.5301
um,lc,0.6173
um,li,0.5701
um,lk,0.5151
um,lr,0.4524
um,ls,0.5908
um,lt,0.5679
um,lu,0.5778
um,lv,0.5496
um,ly,0.6732
um,ma,0.6093
um,mc,0.5485
um,md,0.5288
um,me,0.6396
um,mf,0.5283
um,mg,0.5988
um,mh,0.5908
um,mk,0.5497
um,ml,0.5431
um,mm,0.5385
um,mn,0.5671
um,mo,0.6219
um,mp,0.6076
um,mq,0.6291
um,mr,0.5761
um,ms,0.6306
um,mt,0.5888
um,mu,0.5486
um,mv,0.5819
um,mw,0.5848
um,mx,0.5136
um,my,0.4997
um,mz,0.5872
um,na,0.5327
um,nc,0.5724
um,ne,0.5903
um,nf,0.5961
um,ng,0.5973
um,ni,0.6093
um,nl,0.5476
um,no,0.504
um,np,0.5075
um,nr,0.6645
um,nu,0.5994
um,nz,0.6592
um,om,0.5735
um,pa,0.5965
um,pe,0.5735
um,pf,0.5183
um,pg,0.6307
um,ph,0.5723
um,pk,0.6633
um,pl,0.592
um,pm,0.5282
um,pn,0.6143
um,pr,0.5528
um,ps,0.6058
um,pt,0.6093
um,pw,0.6867
um,py,0.5739
um,qa,0.6035
um,re,0.5636
um,ro,0.5297
um,rs,0.493
um,ru,0.5737
um,rw,0.5714
um,sa,0.6754
um,sb,0.5779
um,sc,0.4955
um,sd,0.5963
um,se,0.6124
um,sg,0.5335
um,sh,0.6425
um,si,0.6213
um,sj,0.504
um,sk,0.559
um,sl,0.5801
um,sm,0.5632
um,sn,0.5316
um,so,0.6144
um,sr,0.4926
um,ss,0.5978
um,st,0.6103
um,sv,0.6068
um,sx,0.5832
um,sy,0.6243
um,sz,0.5267
um,tc,0.6407
um,td,0.5405
um,tf,0.6066
um,tg,0.5936
um,th,0.52
um,tj,0.6094
um,tk,0.5894
um,tl,0.5926
um,tm,0.6428
um,tn,0.6379
um,to,0.6805
um,tr,0.6464
um,tt,0.5717
um,tv,0.6189
um,tw,0.6287
um,tz,0.625
um,ua,0.5845
um,ug,0.6064
um,um,0.0
um,us,0.0
um,uy,0.5675
um,uz,0.5406
um,va,0.5887
um,vc,0.5642
um,ve,0.5717
um,vg,0.6204
um,vi,0.5336
um,vn,0.7037
um,vu,0.6044
um,wf,0.5903
um,ws,0.5613
um,xk,0.5901
um,ye,0.6287
um,yt,0.5586
um,za,0.5617
um,zm,0.6568
um,zw,0.6004
us,ad,0.5335
us,ae,0.6035
us,af,0.57
us,ag,0.5619
us,ai,0.635
us,al,0.6924
us,am,0.5662
us,ao,0.6747
us,aq,0.5942
us,ar,0.542
us,as,0.5547
us,at,0.5685
us,au,0.6511
us,aw,0.5698
us,ax,0.5777
us,az,0.5472
us,ba,0.6047
us,bb,0.5916
us,bd,0.6358
us,be,0.5568
us,bf,0.6208
us,bg,0.5766
us,bh,0.5932
us,bi,0.505
us,bj,0.5285
us,bl,0.5707
us,bm,0.5289
us,bn,0.588
us,bo,0.588
us,bq,0.6193
us,br,0.6112
us,bs,0.5965
us,bt,0.5452
us,bv,0.504
us,bw,0.5743
us,by,0.5987
us,bz,0.5588
us,ca,0.6072
us,cc,0.7339
us,cd,0.6026
us,cf,0.5355
us,cg,0.5056
us,ch,0.6379
us,ci,0.5879
us,ck,0.6284
us,cl,0.5139
us,cm,0.5242
us,cn,0.6438
us,co,0.6066
us,cr,0.5472
us,cu,0.5684
us,cv,0.5642
us,cw,0.6289
us,cx,0.6027
us,cy,0.6122
us,cz,0.5349
us,de,0.6193
us,dj,0.5868
us,dk,0.5762
us,dm,0.568
us,do,0.4987
us,dz,0.5391
us,ec,0.587
us,ee,0.5961
us,eg,0.6234
us,eh,0.6023
us,er,0.5492
us,es,0.5602
us,et,0.5453
us,fi,0.5867
us,fj,0.5194
us,fk,0.6138
us,fm,0.5967
us,fo,0.5505
us,fr,0.5283
us,ga,0.5546
us,gb-eng,0.5942
us,gb-nir,0.5976
us,gb-sct,0.5704
us,gb-wls,0.5707
us,gb,0.5091
us,gd,0.5316
us,ge,0.5948
us,gf,0.6377
us,gg,0.5845
us,gh,0.5941
us,gi,0.5999
us,gl,0.5673
us,gm,0.572
us,gn,0.5823
us,gp,0.6372
us,gq,0.5248
us,gr,0.5296
us,gs,0.6204
us,gt,0.5351
us,gu,0.6099
us,gw,0.5835
us,gy,0.5384
us,hk,0.6057
us,hm,0.685
us,hn,0.6358
us,hr,0.5843
us,ht,0.5298
us,hu,0.5286
us,id,0.5926
us,ie,0.4893
us,il,0.5802
us,im,0.6186
us,in,0.5783
us,io,0.5231
us,iq,0.6243
us,ir,0.5325
us,is,0.5527
us,it,0.5131
us,je,0.5707
us,jm,0.6192
us,jo,0.6022
us,jp,0.6198
us,ke,0.6352
us,kg,0.682
us,kh,0.579
us,ki,0.4583
us,km,0.5297
us,kn,0.5835
us,kp,0.5702
us,kr,0.5799
us,kw,0.5499
us,ky,0.6243
us,kz,0.6305
us,la,0.565
us,lb,0.5301
us,lc,0.6173
us,li,0.5701
us,lk,0.5151
us,lr,0.4524
us,ls,0.5908
us,lt,0.5679
us,lu,0.5778
us,lv,0.5496
us,ly,0.6732
us,ma,0.6093
us,mc,0.5485
us,md,0.5288
us,me,0.6396
us,mf,0.5283
us,mg,0.5988
us,mh,0.5908
us,mk,0.5497
us,ml,0.5431
us,mm,0.5385
us,mn,0.5671
us,mo,0.6219
us,mp,0.6076
us,mq,0.6291
us,mr,0.5761
us,ms,0.6306
us,mt,0.5888
us,mu,0.5486
us,mv,0.5819
us,mw,0.5848
us,mx,0.5136
us,my,0.4997
us,mz,0.5872
us,na,0.5327
us,nc,0.5724
us,ne,0.5903
us,nf,0.5961
us,ng,0.5973
us,ni,0.6093
us,nl,0.5476
us,no,0.504
us,np,0.5075
us,nr,0.6645
us,nu,0.5994
us,nz,0.6592
us,om,0.5735
us,pa,0.5965
us,pe,0.5735
us,pf,0.5183
us,pg,0.6307
us,ph,0.5723
us,pk,0.6633
us,pl,0.592
us,pm,0.5282
us,pn,0.6143
us,pr,0.5528
us,ps,0.6058
us,pt,0.6093
us,pw,0.6867
us,py,0.5739
us,qa,0.6035
us,re,0.5636
us,ro,0.5297
us,rs,0.493
us,ru,0.5737
us,rw,0.5714
us,sa,0.6754
us,sb,0.5779
us,sc,0.4955
us,sd,0.5963
us,se,0.6124
us,sg,0.5335
us,sh,0.6425
us,si,0.6213
us,sj,0.504
us,sk,0.559
us,sl,0.5801
us,sm,0.5632
us,sn,0.5316
us,so,0.6144
us,sr,0.4926
us,ss,0.5978
us,st,0.6103
us,sv,0.6068
us,sx,0.5832
us,sy,0.6243
us,sz,0.5267
us,tc,0.6407
us,td,0.5405
us,tf,0.6066
us,tg,0.5936
us,th,0.52
us,tj,0.6094
us,tk,0.5894
us,tl,0.5926
us,tm,0.6428
us,tn,0.6379
us,to,0.6805
us,tr,0.6464
us,tt,0.5717
us,tv,0.6189
us,tw,0.6287
us,tz,0.625
us,ua,0.5845
us,ug,0.6064
us,um,0.0
us,us,0.0
us,uy,0.5675
us,uz,0.5406
us,va,0.5887
us,vc,0.5642
us,ve,0.5717
us,vg,0.6204
us,vi,0.5336
us,vn,0.7037
us,vu,0.6044
us,wf,0.5903
us,ws,0.5613
us,xk,0.5901
us,ye,0.6287
us,yt,0.5586
us,za,0.5617
us,zm,0.6568
us,zw,0.6004
uy,ad,0.7091
uy,ae,0.7017
uy,af,0.7265
uy,ag,0.7347
uy,ai,0.6838
uy,al,0.8569
uy,am,0.6775
uy,ao,0.7919
uy,aq,0.583
uy,ar,0.515
uy,as,0.6769
uy,at,0.6786
uy,au,0.6953
uy,aw,0.5897
uy,ax,0.6912
uy,az,0.634
uy,ba,0.7017
uy,bb,0.7077
uy,bd,0.7312
uy,be,0.755
uy,bf,0.6938
uy,bg,0.5722
uy,bh,0.6475
uy,bi,0.5765
uy,bj,0.7059
uy,bl,0.4638
uy,bm,0.6746
uy,bn,0.6623
uy,bo,0.7008
uy,bq,0.5678
uy,br,0.6925
uy,bs,0.7226
uy,bt,0.6518
uy,bv,0.699
uy,bw,0.625
uy,by,0.7133
uy,bz,0.6514
uy,ca,0.6932
uy,cc,0.8137
uy,cd,0.6359
uy,cf,0.6181
uy,cg,0.6864
uy,ch,0.7865
uy,ci,0.5802
uy,ck,0.6773
uy,cl,0.6376
uy,cm,0.7015
uy,cn,0.7968
uy,co,0.6848
uy,cr,0.6124
uy,cu,0.608
uy,cv,0.6458
uy,cw,0.7224
uy,cx,0.7136
uy,cy,0.5056
uy,cz,0.6084
uy,de,0.8069
uy,dj,0.5362
uy,dk,0.6615
uy,dm,0.7221
uy,do,0.6343
uy,dz,0.6168
uy,ec,0.662
uy,ee,0.6226
uy,eg,0.7163
uy,eh,0.7263
uy,er,0.6401
uy,es,0.7213
uy,et,0.6935
uy,fi,0.5311
uy,fj,0.5264
uy,fk,0.6577
uy,fm,0.5812
uy,fo,0.4727
uy,fr,0.6478
uy,ga,0.6442
uy,gb-eng,0.5379
uy,gb-nir,0.5449
uy,gb-sct,0.538
uy,gb-wls,0.559
uy,gb,0.6177
uy,gd,0.6795
uy,ge,0.5766
uy,gf,0.7097
uy,gg,0.526
uy,gh,0.7147
uy,gi,0.599
uy,gl,0.5835
uy,gm,0.6736
uy,gn,0.6796
uy,gp,0.7806
uy,gq,0.6572
uy,gr,0.6441
uy,gs,0.6714
uy,gt,0.5099
uy,gu,0.7062
uy,gw,0.6871
uy,gy,0.6277
uy,hk,0.7584
uy,hm,0.7113
uy,hn,0.5981
uy,hr,0.6549
uy,ht,0.686
uy,hu,0.5959
uy,id,0.6673
uy,ie,0.5723
uy,il,0.3788
uy,im,0.7721
uy,in,0.6224
uy,io,0.522
uy,iq,0.7179
uy,ir,0.6319
uy,is,0.638
uy,it,0.6051
uy,je,0.5072
uy,jm,0.7365
uy,jo,0.7304
uy,jp,0.5297
uy,ke,0.7616
uy,kg,0.8557
uy,kh,0.6573
uy,ki,0.6232
uy,km,0.5942
uy,kn,0.7278
uy,kp,0.6783
uy,kr,0.469
uy,kw,0.6987
uy,ky,0.6702
uy,kz,0.6274
uy,la,0.7145
uy,lb,0.5937
uy,lc,0.5911
uy,li,0.7319
uy,lk,0.6128
uy,lr,0.5775
uy,ls,0.6234
uy,lt,0.6575
uy,lu,0.5885
uy,lv,0.6666
uy,ly,0.785
uy,ma,0.7553
uy,mc,0.6147
uy,md,0.6835
uy,me,0.7837
uy,mf,0.6478
uy,mg,0.5888
uy,mh,0.6707
uy,mk,0.6834
uy,ml,0.6988
uy,mm,0.6272
uy,mn,0.6701
uy,mo,0.6908
uy,mp,0.6371
uy,mq,0.712
uy,mr,0.6969
uy,ms,0.6742
uy,mt,0.5859
uy,mu,0.6752
uy,mv,0.7215
uy,mw,0.7468
uy,mx,0.6268
uy,my,0.637
uy,mz,0.6736
uy,na,0.6596
uy,nc,0.6602
uy,ne,0.6475
uy,nf,0.6271
uy,ng,0.6241
uy,ni,0.6213
uy,nl,0.6136
uy,no,0.699
uy,np,0.6185
uy,nr,0.7401
uy,nu,0.7356
uy,nz,0.704
uy,om,0.645
uy,pa,0.5674
uy,pe,0.6641
uy,pf,0.5922
uy,pg,0.8021
uy,ph,0.6207
uy,pk,0.6773
uy,pl,0.5807
uy,pm,0.5724
uy,pn,0.667
uy,pr,0.6719
uy,ps,0.7144
uy,pt,0.8097
uy,pw,0.6768
uy,py,0.6036
uy,qa,0.6217
uy,re,0.6317
uy,ro,0.7154
uy,rs,0.5239
uy,ru,0.5416
uy,rw,0.6473
uy,sa,0.7643
uy,sb,0.6448
uy,sc,0.6368
uy,sd,0.723
uy,se,0.6776
uy,sg,0.5762
uy,sh,0.6906
uy,si,0.6286
uy,sj,0.699
uy,sk,0.5377
uy,sl,0.5938
uy,sm,0.4349
uy,sn,0.6937
uy,so,0.6112
uy,sr,0.593
uy,ss,0.6961
uy,st,0.713
uy,sv,0.6245
uy,sx,0.6382
uy,sy,0.7238
uy,sz,0.6359
uy,tc,0.6896
uy,td,0.7308
uy,tf,0.6157
uy,tg,0.6874
uy,th,0.5799
uy,tj,0.6652
uy,tk,0.7517
uy,tl,0.762
uy,tm,0.7067
uy,tn,0.8028
uy,to,0.7579
uy,tr,0.8006
uy,tt,0.7263
uy,tv,0.5888
uy,tw,0.8394
uy,tz,0.683
uy,ua,0.7007
uy,ug,0.7539
uy,um,0.5675
uy,us,0.5675
uy,uy,0.0
uy,uz,0.5678
uy,va,0.5897
uy,vc,0.679
uy,ve,0.6683
uy,vg,0.6703
uy,vi,0.4403
uy,vn,0.8745
uy,vu,0.7092
uy,wf,0.7505
uy,ws,0.7646
uy,xk,0.6582
uy,ye,0.7158
uy,yt,0.44
uy,za,0.6666
uy,zm,0.7827
uy,zw,0.7356
uz,ad,0.6687
uz,ae,0.4792
uz,af,0.6437
uz,ag,0.6845
uz,ai,0.6258
uz,al,0.8471
uz,am,0.725
uz,ao,0.7316
uz,aq,0.5138
uz,ar,0.4347
uz,as,0.542
uz,at,0.5439
uz,au,0.662
uz,aw,0.5558
uz,ax,0.5779
uz,az,0.4844
uz,ba,0.6643
uz,bb,0.6708
uz,bd,0.6499
uz,be,0.7026
uz,bf,0.6645
uz,bg,0.6246
uz,bh,0.6633
uz,bi,0.5868
uz,bj,0.6566
uz,bl,0.5829
uz,bm,0.6311
uz,bn,0.6562
uz,bo,0.5714
uz,bq,0.5922
uz,br,0.5999
uz,bs,0.5921
uz,bt,0.6528
uz,bv,0.6215
uz,bw,0.6212
uz,by,0.6554
uz,bz,0.6214
uz,ca,0.7336
uz,cc,0.7326
uz,cd,0.6096
uz,cf,0.5166
uz,cg,0.6325
uz,ch,0.7499
uz,ci,0.5944
uz,ck,0.6374
uz,cl,0.5751
uz,cm,0.647
uz,cn,0.7809
uz,co,0.7117
uz,cr,0.6059
uz,cu,0.5885
uz,cv,0.5831
uz,cw,0.663
uz,cx,0.6304
uz,cy,0.6092
uz,cz,0.5855
uz,de,0.7433
uz,dj,0.4463
uz,dk,0.632
uz,dm,0.5839
uz,do,0.5314
uz,dz,0.5932
uz,ec,0.6934
uz,ee,0.7542
uz,eg,0.4989
uz,eh,0.5194
uz,er,0.6353
uz,es,0.6583
uz,et,0.5772
uz,fi,0.6975
uz,fj,0.5385
uz,fk,0.61
uz,fm,0.5835
uz,fo,0.6264
uz,fr,0.6238
uz,ga,0.5307
uz,gb-eng,0.6584
uz,gb-nir,0.6611
uz,gb-sct,0.5511
uz,gb-wls,0.5278
uz,gb,0.5506
uz,gd,0.6656
uz,ge,0.6798
uz,gf,0.6707
uz,gg,0.6549
uz,gh,0.5937
uz,gi,0.5404
uz,gl,0.5734
uz,gm,0.6027
uz,gn,0.6473
uz,gp,0.6818
uz,gq,0.517
uz,gr,0.4812
uz,gs,0.6277
uz,gt,0.5343
uz,gu,0.656
uz,gw,0.6636
uz,gy,0.5606
uz,hk,0.7312
uz,hm,0.6923
uz,hn,0.4372
uz,hr,0.5452
uz,ht,0.5851
uz,hu,0.4322
uz,id,0.7463
uz,ie,0.5643
uz,il,0.4739
uz,im,0.7429
uz,in,0.4823
uz,io,0.5201
uz,iq,0.504
uz,ir,0.4526
uz,is,0.525
uz,it,0.5876
uz,je,0.5818
uz,jm,0.6952
uz,jo,0.539
uz,jp,0.637
uz,ke,0.6549
uz,kg,0.8281
uz,kh,0.5864
uz,ki,0.6469
uz,km,0.5847
uz,kn,0.6719
uz,kp,0.6062
uz,kr,0.5779
uz,kw,0.5328
uz,ky,0.632
uz,kz,0.5758
uz,la,0.6785
uz,lb,0.5615
uz,lc,0.5913
uz,li,0.6631
uz,lk,0.6186
uz,lr,0.5761
uz,ls,0.3849
uz,lt,0.7212
uz,lu,0.5083
uz,lv,0.5727
uz,ly,0.7775
uz,ma,0.7319
uz,mc,0.6871
uz,md,0.6549
uz,me,0.7704
uz,mf,0.6238
uz,mg,0.5992
uz,mh,0.5803
uz,mk,0.6633
uz,ml,0.6534
uz,mm,0.6703
uz,mn,0.6427
uz,mo,0.6105
uz,mp,0.6124
uz,mq,0.6342
uz,mr,0.6552
uz,ms,0.629
uz,mt,0.6234
uz,mu,0.6161
uz,mv,0.7051
uz,mw,0.6136
uz,mx,0.6177
uz,my,0.6393
uz,mz,0.6832
uz,na,0.587
uz,nc,0.5128
uz,ne,0.5085
uz,nf,0.6061
uz,ng,0.5977
uz,ni,0.4088
uz,nl,0.4528
uz,no,0.6215
uz,np,0.5791
uz,nr,0.6748
uz,nu,0.6944
uz,nz,0.6653
uz,om,0.6224
uz,pa,0.6005
uz,pe,0.6728
uz,pf,0.5509
uz,pg,0.7283
uz,ph,0.5661
uz,pk,0.6444
uz,pl,0.572
uz,pm,0.5002
uz,pn,0.6158
uz,pr,0.672
uz,ps,0.5017
uz,pt,0.7435
uz,pw,0.6292
uz,py,0.4956
uz,qa,0.6295
uz,re,0.5794
uz,ro,0.6634
uz,rs,0.6781
uz,ru,0.641
uz,rw,0.501
uz,sa,0.6897
uz,sb,0.5681
uz,sc,0.5735
uz,sd,0.5363
uz,se,0.5829
uz,sg,0.6548
uz,sh,0.6404
uz,si,0.6889
uz,sj,0.6215
uz,sk,0.6181
uz,sl,0.4255
uz,sm,0.5155
uz,sn,0.6534
uz,so,0.5823
uz,sr,0.6011
uz,ss,0.588
uz,st,0.5821
uz,sv,0.4163
uz,sx,0.6274
uz,sy,0.44
uz,sz,0.5955
uz,tc,0.6383
uz,td,0.6766
uz,tf,0.5962
uz,tg,0.6279
uz,th,0.6735
uz,tj,0.5062
uz,tk,0.6603
uz,tl,0.7304
uz,tm,0.6494
uz,tn,0.7692
uz,to,0.7379
uz,tr,0.7755
uz,tt,0.6943
uz,tv,0.585
uz,tw,0.7777
uz,tz,0.655
uz,ua,0.6139
uz,ug,0.7426
uz,um,0.5406
uz,us,0.5406
uz,uy,0.5678
uz,uz,0.0
uz,va,0.6461
uz,vc,0.639
uz,ve,0.7406
uz,vg,0.6259
uz,vi,0.578
uz,vn,0.8458
uz,vu,0.6767
uz,wf,0.6954
uz,ws,0.7027
uz,xk,0.5981
uz,ye,0.4949
uz,yt,0.5783
uz,za,0.6267
uz,zm,0.7093
uz,zw,0.6735
va,ad,0.7444
va,ae,0.7355
va,af,0.7563
va,ag,0.759
va,ai,0.8262
va,al,0.8247
va,am,0.7226
va,ao,0.8411
va,aq,0.7187
va,ar,0.6034
va,as,0.7368
va,at,0.6773
va,au,0.8378
va,aw,0.7172
va,ax,0.7051
va,az,0.6802
va,ba,0.8117
va,bb,0.7865
va,bd,0.8058
va,be,0.7012
va,bf,0.7259
va,bg,0.6291
va,bh,0.7004
va,bi,0.5882
va,bj,0.6997
va,bl,0.503
va,bm,0.7033
va,bn,0.5224
va,bo,0.6779
va,bq,0.6784
va,br,0.7418
va,bs,0.7682
va,bt,0.5171
va,bv,0.7271
va,bw,0.6963
va,by,0.7387
va,bz,0.789
va,ca,0.6639
va,cc,0.8364
va,cd,0.7666
va,cf,0.6355
va,cg,0.6562
va,ch,0.749
va,ci,0.5542
va,ck,0.8105
va,cl,0.629
va,cm,0.697
va,cn,0.7575
va,co,0.6681
va,cr,0.6697
va,cu,0.6874
va,cv,0.7954
va,cw,0.8441
va,cx,0.8026
va,cy,0.5165
va,cz,0.6463
va,de,0.7667
va,dj,0.6463
va,dk,0.7111
va,dm,0.7503
va,do,0.6948
va,dz,0.5665
va,ec,0.6324
va,ee,0.7397
va,eg,0.7454
va,eh,0.7541
va,er,0.6514
va,es,0.6653
va,et,0.6867
va,fi,0.6086
va,fj,0.6264
va,fk,0.805
va,fm,0.6984
va,fo,0.5176
va,fr,0.7003
va,ga,0.6657
va,gb-eng,0.5429
va,gb-nir,0.5343
va,gb-sct,0.6837
va,gb-wls,0.6146
va,gb,0.6455
va,gd,0.6472
va,ge,0.5608
va,gf,0.6593
va,gg,0.5175
va,gh,0.6954
va,gi,0.6174
va,gl,0.5997
va,gm,0.7148
va,gn,0.6436
va,gp,0.8321
va,gq,0.6697
va,gr,0.6468
va,gs,0.816
va,gt,0.6284
va,gu,0.8478
va,gw,0.6629
va,gy,0.6378
va,hk,0.7253
va,hm,0.8702
va,hn,0.7215
va,hr,0.7097
va,ht,0.7642
va,hu,0.619
va,id,0.6365
va,ie,0.5793
va,il,0.6236
va,im,0.7646
va,in,0.6407
va,io,0.6077
va,iq,0.7472
va,ir,0.6378
va,is,0.7447
va,it,0.6329
va,je,0.5309
va,jm,0.7548
va,jo,0.7496
va,jp,0.5544
va,ke,0.8009
va,kg,0.7908
va,kh,0.7756
va,ki,0.6535
va,km,0.6314
va,kn,0.7687
va,kp,0.7158
va,kr,0.537
va,kw,0.7113
va,ky,0.8151
va,kz,0.7719
va,la,0.7641
va,lb,0.6263
va,lc,0.7069
va,li,0.7934
va,lk,0.602
va,lr,0.5924
va,ls,0.7215
va,lt,0.6675
va,lu,0.6556
va,lv,0.7081
va,ly,0.8353
va,ma,0.7533
va,mc,0.6097
va,md,0.7432
va,me,0.732
va,mf,0.7003
va,mg,0.6847
va,mh,0.7985
va,mk,0.6256
va,ml,0.6573
va,mm,0.5822
va,mn,0.7165
va,mo,0.7885
va,mp,0.8305
va,mq,0.7697
va,mr,0.7251
va,ms,0.8233
va,mt,0.6956
va,mu,0.684
va,mv,0.7474
va,mw,0.7726
va,mx,0.6715
va,my,0.6422
va,mz,0.6633
va,na,0.7343
va,nc,0.6995
va,ne,0.639
va,nf,0.6981
va,ng,0.695
va,ni,0.7481
va,nl,0.6718
va,no,0.7271
va,np,0.6818
va,nr,0.8836
va,nu,0.6282
va,nz,0.8483
va,om,0.6299
va,pa,0.6517
va,pe,0.6512
va,pf,0.6223
va,pg,0.8308
va,ph,0.7391
va,pk,0.7978
va,pl,0.6008
va,pm,0.6473
va,pn,0.8086
va,pr,0.7487
va,ps,0.7408
va,pt,0.7867
va,pw,0.7851
va,py,0.6885
va,qa,0.7306
va,re,0.7427
va,ro,0.7313
va,rs,0.5909
va,ru,0.6609
va,rw,0.7193
va,sa,0.8555
va,sb,0.7891
va,sc,0.6457
va,sd,0.7476
va,se,0.7436
va,sg,0.5654
va,sh,0.8335
va,si,0.7421
va,sj,0.7271
va,sk,0.6175
va,sl,0.6786
va,sm,0.5536
va,sn,0.6684
va,so,0.7673
va,sr,0.6376
va,ss,0.7974
va,st,0.6979
va,sv,0.7648
va,sx,0.7376
va,sy,0.7697
va,sz,0.6665
va,tc,0.8272
va,td,0.7316
va,tf,0.7625
va,tg,0.6861
va,th,0.6455
va,tj,0.6889
va,tk,0.8121
va,tl,0.7402
va,tm,0.7772
va,tn,0.7741
va,to,0.8001
va,tr,0.7814
va,tt,0.738
va,tv,0.7437
va,tw,0.848
va,tz,0.7441
va,ua,0.7099
va,ug,0.7242
va,um,0.5887
va,us,0.5887
va,uy,0.5897
va,uz,0.6461
va,va,0.0
va,vc,0.699
va,ve,0.6966
va,vg,0.814
va,vi,0.478
va,vn,0.8092
va,vu,0.747
va,wf,0.7494
va,ws,0.7998
va,xk,0.7941
va,ye,0.7469
va,yt,0.4988
va,za,0.7163
va,zm,0.7885
va,zw,0.7117
vc,ad,0.4859
vc,ae,0.6345
vc,af,0.4163
vc,ag,0.6007
vc,ai,0.5629
vc,al,0.7137
vc,am,0.5706
vc,ao,0.6069
vc,aq,0.6429
vc,ar,0.6856
vc,as,0.6476
vc,at,0.6773
vc,au,0.5707
vc,aw,0.6432
vc,ax,0.553
vc,az,0.5748
vc,ba,0.5197
vc,bb,0.3938
vc,bd,0.5674
vc,be,0.4805
vc,bf,0.5741
vc,bg,0.6141
vc,bh,0.6834
vc,bi,0.5807
