code1,code2,distance
bw,sl,0.6365
bw,sm,0.5673
bw,sn,0.6539
bw,so,0.6115
bw,sr,0.5832
bw,ss,0.6231
bw,st,0.6543
bw,sv,0.6526
bw,sx,0.6491
bw,sy,0.6925
bw,sz,0.5903
bw,tc,0.6438
bw,td,0.6799
bw,tf,0.5981
bw,tg,0.6316
bw,th,0.5821
bw,tj,0.7403
bw,tk,0.669
bw,tl,0.7372
bw,tm,0.6389
bw,tn,0.8046
bw,to,0.7791
bw,tr,0.7992
bw,tt,0.6934
bw,tv,0.5733
bw,tw,0.7883
bw,tz,0.6135
bw,ua,0.674
bw,ug,0.7153
bw,um,0.5743
bw,us,0.5743
bw,uy,0.625
bw,uz,0.6212
bw,va,0.6963
bw,vc,0.6302
bw,ve,0.6753
bw,vg,0.6226
bw,vi,0.6093
bw,vn,0.8666
bw,vu,0.6393
bw,wf,0.7248
bw,ws,0.7093
bw,xk,0.6043
bw,ye,0.7533
bw,yt,0.6274
bw,za,0.5748
bw,zm,0.7028
bw,zw,0.6636
by,ad,0.5068
by,ae,0.5672
by,af,0.5203
by,ag,0.5108
by,ai,0.5877
by,al,0.6146
by,am,0.5781
by,ao,0.3857
by,aq,0.7697
by,ar,0.7175
by,as,0.6577
by,at,0.534
by,au,0.5987
by,aw,0.7036
by,ax,0.5696
by,az,0.5807
by,ba,0.6169
by,bb,0.6179
by,bd,0.6011
by,be,0.5947
by,bf,0.486
by,bg,0.7079
by,bh,0.6158
by,bi,0.5906
by,bj,0.5901
by,bl,0.7646
by,bm,0.4017
by,bn,0.643
by,bo,0.4145
by,bq,0.6388
by,br,0.5907
by,bs,0.5993
by,bt,0.6042
by,bv,0.5658
by,bw,0.6764
by,by,0.0
by,bz,0.5953
by,ca,0.664
by,cc,0.6446
by,cd,0.6395
by,cf,0.5955
by,cg,0.6135
by,ch,0.6637
by,ci,0.6727
by,ck,0.5778
by,cl,0.6876
by,cm,0.5119
by,cn,0.6039
by,co,0.5449
by,cr,0.6164
by,cu,0.6484
by,cv,0.6465
by,cw,0.6515
by,cx,0.6
by,cy,0.8239
by,cz,0.695
by,de,0.5916
by,dj,0.6428
by,dk,0.471
by,dm,0.4919
by,do,0.5454
by,dz,0.6913
by,ec,0.5989
by,ee,0.7463
by,eg,0.5059
by,eh,0.5407
by,er,0.5128
by,es,0.5368
by,et,0.6024
by,fi,0.7592
by,fj,0.6273
by,fk,0.5734
by,fm,0.7458
by,fo,0.7288
by,fr,0.6038
by,ga,0.594
by,gb-eng,0.7164
by,gb-nir,0.7635
by,gb-sct,0.7275
by,gb-wls,0.5413
by,gb,0.5053
by,gd,0.4894
by,ge,0.7172
by,gf,0.6496
by,gg,0.725
by,gh,0.316
by,gi,0.7181
by,gl,0.6256
by,gm,0.4143
by,gn,0.5058
by,gp,0.5868
by,gq,0.67
by,gr,0.6955
by,gs,0.558
by,gt,0.7245
by,gu,0.6156
by,gw,0.4514
by,gy,0.5368
by,hk,0.6063
by,hm,0.6276
by,hn,0.7712
by,hr,0.5678
by,ht,0.5556
by,hu,0.5645
by,id,0.6848
by,ie,0.6779
by,il,0.747
by,im,0.3752
by,in,0.5215
by,io,0.579
by,iq,0.5044
by,ir,0.6859
by,is,0.5927
by,it,0.6612
by,je,0.7288
by,jm,0.5695
by,jo,0.4798
by,jp,0.803
by,ke,0.4994
by,kg,0.6196
by,kh,0.5244
by,ki,0.5243
by,km,0.5775
by,kn,0.5377
by,kp,0.5449
by,kr,0.7689
by,kw,0.6218
by,ky,0.5711
by,kz,0.7153
by,la,0.5045
by,lb,0.5929
by,lc,0.779
by,li,0.5274
by,lk,0.4972
by,lr,0.5973
by,ls,0.6382
by,lt,0.5822
by,lu,0.609
by,lv,0.5958
by,ly,0.5186
by,ma,0.5665
by,mc,0.5988
by,md,0.4998
by,me,0.5587
by,mf,0.6038
by,mg,0.5324
by,mh,0.6336
by,mk,0.5392
by,ml,0.5096
by,mm,0.6212
by,mn,0.552
by,mo,0.6479
by,mp,0.657
by,mq,0.5602
by,mr,0.6003
by,ms,0.577
by,mt,0.5911
by,mu,0.4883
by,mv,0.3979
by,mw,0.3762
by,mx,0.5736
by,my,0.6146
by,mz,0.5851
by,na,0.4852
by,nc,0.5178
by,ne,0.5407
by,nf,0.6297
by,ng,0.7155
by,ni,0.7159
by,nl,0.5768
by,no,0.5658
by,np,0.4838
by,nr,0.6409
by,nu,0.6607
by,nz,0.5938
by,om,0.4113
by,pa,0.6542
by,pe,0.5445
by,pf,0.5784
by,pg,0.4313
by,ph,0.5718
by,pk,0.6277
by,pl,0.6496
by,pm,0.5736
by,pn,0.5504
by,pr,0.6786
by,ps,0.5758
by,pt,0.5799
by,pw,0.7843
by,py,0.5771
by,qa,0.6056
by,re,0.6961
by,ro,0.5091
by,rs,0.6278
by,ru,0.7029
by,rw,0.6612
by,sa,0.6303
by,sb,0.5849
by,sc,0.526
by,sd,0.5005
by,se,0.6063
by,sg,0.6797
by,sh,0.58
by,si,0.764
by,sj,0.5658
by,sk,0.6837
by,sl,0.6697
by,sm,0.7044
by,sn,0.588
by,so,0.7403
by,sr,0.5307
by,ss,0.5443
by,st,0.5498
by,sv,0.6886
by,sx,0.4915
by,sy,0.5982
by,sz,0.5206
by,tc,0.5777
by,td,0.5043
by,tf,0.6254
by,tg,0.5142
by,th,0.6125
by,tj,0.6032
by,tk,0.6316
by,tl,0.5731
by,tm,0.6093
by,tn,0.6177
by,to,0.606
by,tr,0.6073
by,tt,0.3995
by,tv,0.6667
by,tw,0.6379
by,tz,0.6029
by,ua,0.7086
by,ug,0.5968
by,um,0.5987
by,us,0.5987
by,uy,0.7133
by,uz,0.6554
by,va,0.7387
by,vc,0.5688
by,ve,0.5404
by,vg,0.5625
by,vi,0.7342
by,vn,0.6417
by,vu,0.3777
by,wf,0.4142
by,ws,0.43
by,xk,0.6379
by,ye,0.5239
by,yt,0.7664
by,za,0.5436
by,zm,0.6037
by,zw,0.5325
bz,ad,0.4832
bz,ae,0.58
bz,af,0.4932
bz,ag,0.554
bz,ai,0.5722
bz,al,0.717
bz,am,0.5572
bz,ao,0.5735
bz,aq,0.6563
bz,ar,0.6812
bz,as,0.5799
bz,at,0.6401
bz,au,0.565
bz,aw,0.6282
bz,ax,0.5903
bz,az,0.5958
bz,ba,0.5563
bz,bb,0.5315
bz,bd,0.5775
bz,be,0.5847
bz,bf,0.6007
bz,bg,0.6488
bz,bh,0.7075
bz,bi,0.5794
bz,bj,0.6055
bz,bl,0.7967
bz,bm,0.5774
bz,bn,0.7039
bz,bo,0.6021
bz,bq,0.6374
bz,br,0.6184
bz,bs,0.5759
bz,bt,0.6831
bz,bv,0.5603
bz,bw,0.6397
bz,by,0.5953
bz,bz,0.0
bz,ca,0.7328
bz,cc,0.6742
bz,cd,0.6236
bz,cf,0.6145
bz,cg,0.5931
bz,ch,0.6842
bz,ci,0.6467
bz,ck,0.5441
bz,cl,0.65
bz,cm,0.6198
bz,cn,0.6922
bz,co,0.6321
bz,cr,0.597
bz,cu,0.6092
bz,cv,0.57
bz,cw,0.5866
bz,cx,0.5536
bz,cy,0.8411
bz,cz,0.6205
bz,de,0.6497
bz,dj,0.6543
bz,dk,0.6249
bz,dm,0.5717
bz,do,0.5737
bz,dz,0.6927
bz,ec,0.6324
bz,ee,0.6765
bz,eg,0.6135
bz,eh,0.5716
bz,er,0.5974
bz,es,0.6324
bz,et,0.5907
bz,fi,0.729
bz,fj,0.5994
bz,fk,0.5514
bz,fm,0.6761
bz,fo,0.7281
bz,fr,0.5713
bz,ga,0.612
bz,gb-eng,0.7895
bz,gb-nir,0.7848
bz,gb-sct,0.6298
bz,gb-wls,0.6458
bz,gb,0.5822
bz,gd,0.5433
bz,ge,0.7843
bz,gf,0.6833
bz,gg,0.7715
bz,gh,0.6088
bz,gi,0.7262
bz,gl,0.7021
bz,gm,0.4896
bz,gn,0.5763
bz,gp,0.5336
bz,gq,0.584
bz,gr,0.6555
bz,gs,0.5384
bz,gt,0.6178
bz,gu,0.4922
bz,gw,0.6116
bz,gy,0.5755
bz,hk,0.6513
bz,hm,0.4213
bz,hn,0.7168
bz,hr,0.5503
bz,ht,0.4983
bz,hu,0.5978
bz,id,0.7572
bz,ie,0.6341
bz,il,0.6844
bz,im,0.6355
bz,in,0.6331
bz,io,0.559
bz,iq,0.6147
bz,ir,0.6093
bz,is,0.5666
bz,it,0.5947
bz,je,0.776
bz,jm,0.5805
bz,jo,0.5887
bz,jp,0.859
bz,ke,0.5762
bz,kg,0.7098
bz,kh,0.5535
bz,ki,0.5538
bz,km,0.6075
bz,kn,0.5784
bz,kp,0.6321
bz,kr,0.7929
bz,kw,0.5652
bz,ky,0.5538
bz,kz,0.6214
bz,la,0.4868
bz,lb,0.6601
bz,lc,0.7125
bz,li,0.5588
bz,lk,0.5575
bz,lr,0.5954
bz,ls,0.576
bz,lt,0.5855
bz,lu,0.6509
bz,lv,0.5974
bz,ly,0.5775
bz,ma,0.6305
bz,mc,0.7187
bz,md,0.5494
bz,me,0.6586
bz,mf,0.5713
bz,mg,0.68
bz,mh,0.5755
bz,mk,0.6319
bz,ml,0.5938
bz,mm,0.6057
bz,mn,0.5947
bz,mo,0.5636
bz,mp,0.5214
bz,mq,0.578
bz,mr,0.4999
bz,ms,0.5457
bz,mt,0.7097
bz,mu,0.5814
bz,mv,0.5616
bz,mw,0.5614
bz,mx,0.5707
bz,my,0.6018
bz,mz,0.6154
bz,na,0.5313
bz,nc,0.5747
bz,ne,0.6539
bz,nf,0.6027
bz,ng,0.6095
bz,ni,0.6501
bz,nl,0.5874
bz,no,0.5603
bz,np,0.5284
bz,nr,0.5843
bz,nu,0.758
bz,nz,0.5621
bz,om,0.6498
bz,pa,0.658
bz,pe,0.6472
bz,pf,0.653
bz,pg,0.588
bz,ph,0.6054
bz,pk,0.655
bz,pl,0.7234
bz,pm,0.569
bz,pn,0.5368
bz,pr,0.6043
bz,ps,0.5988
bz,pt,0.628
bz,pw,0.6802
bz,py,0.6061
bz,qa,0.6696
bz,re,0.5702
bz,ro,0.5494
bz,rs,0.6041
bz,ru,0.6361
bz,rw,0.6164
bz,sa,0.5872
bz,sb,0.5319
bz,sc,0.5937
bz,sd,0.5631
bz,se,0.5929
bz,sg,0.723
bz,sh,0.5614
bz,si,0.6703
bz,sj,0.5603
bz,sk,0.6342
bz,sl,0.6368
bz,sm,0.7076
bz,sn,0.5847
bz,so,0.6339
bz,sr,0.5861
bz,ss,0.5624
bz,st,0.6452
bz,sv,0.6257
bz,sx,0.5827
bz,sy,0.6012
bz,sz,0.5798
bz,tc,0.5705
bz,td,0.5513
bz,tf,0.5709
bz,tg,0.6299
bz,th,0.5724
bz,tj,0.6332
bz,tk,0.5749
bz,tl,0.6116
bz,tm,0.5912
bz,tn,0.6565
bz,to,0.6451
bz,tr,0.6811
bz,tt,0.6086
bz,tv,0.6067
bz,tw,0.648
bz,tz,0.5951
bz,ua,0.6694
bz,ug,0.6224
bz,um,0.5588
bz,us,0.5588
bz,uy,0.6514
bz,uz,0.6214
bz,va,0.789
bz,vc,0.5757
bz,ve,0.588
bz,vg,0.5469
bz,vi,0.7574
bz,vn,0.733
bz,vu,0.5511
bz,wf,0.6258
bz,ws,0.5925
bz,xk,0.5372
bz,ye,0.6201
bz,yt,0.783
bz,za,0.497
bz,zm,0.6314
bz,zw,0.6783
ca,ad,0.6312
ca,ae,0.7255
ca,af,0.7019
ca,ag,0.6679
ca,ai,0.7663
ca,al,0.5414
ca,am,0.6733
ca,ao,0.7252
ca,aq,0.8051
ca,ar,0.722
ca,as,0.7553
ca,at,0.6835
ca,au,0.7777
ca,aw,0.7682
ca,ax,0.719
ca,az,0.6869
ca,ba,0.7582
ca,bb,0.7387
ca,bd,0.7813
ca,be,0.636
ca,bf,0.6921
ca,bg,0.6831
ca,bh,0.6694
ca,bi,0.6947
ca,bj,0.674
ca,bl,0.6888
ca,bm,0.6017
ca,bn,0.6583
ca,bo,0.6726
ca,bq,0.7259
ca,br,0.7647
ca,bs,0.7438
ca,bt,0.5717
ca,bv,0.6206
ca,bw,0.729
ca,by,0.664
ca,bz,0.7328
ca,ca,0.0
ca,cc,0.848
ca,cd,0.7652
ca,cf,0.6727
ca,cg,0.6518
ca,ch,0.5389
ca,ci,0.6288
ca,ck,0.7626
ca,cl,0.6373
ca,cm,0.6871
ca,cn,0.647
ca,co,0.6631
ca,cr,0.651
ca,cu,0.6915
ca,cv,0.7818
ca,cw,0.8106
ca,cx,0.7846
ca,cy,0.7143
ca,cz,0.6522
ca,de,0.683
ca,dj,0.7475
ca,dk,0.6154
ca,dm,0.7308
ca,do,0.681
ca,dz,0.7257
ca,ec,0.651
ca,ee,0.7398
ca,eg,0.7368
ca,eh,0.7431
ca,er,0.6095
ca,es,0.6288
ca,et,0.6743
ca,fi,0.7467
ca,fj,0.7055
ca,fk,0.7484
ca,fm,0.7829
ca,fo,0.6851
ca,fr,0.6083
ca,ga,0.7082
ca,gb-eng,0.6456
ca,gb-nir,0.6559
ca,gb-sct,0.7716
ca,gb-wls,0.6818
ca,gb,0.6258
ca,gd,0.6113
ca,ge,0.5567
ca,gf,0.7239
ca,gg,0.6295
ca,gh,0.6677
ca,gi,0.663
ca,gl,0.6385
ca,gm,0.675
ca,gn,0.6487
ca,gp,0.7576
ca,gq,0.7035
ca,gr,0.7292
ca,gs,0.7511
ca,gt,0.7034
ca,gu,0.793
ca,gw,0.6499
ca,gy,0.6407
ca,hk,0.6467
ca,hm,0.7931
ca,hn,0.8419
ca,hr,0.6542
ca,ht,0.6869
ca,hu,0.6715
ca,id,0.5746
ca,ie,0.6103
ca,il,0.7321
ca,im,0.6579
ca,in,0.6953
ca,io,0.648
ca,iq,0.7397
ca,ir,0.6945
ca,is,0.7322
ca,it,0.6158
ca,je,0.6388
ca,jm,0.702
ca,jo,0.7402
ca,jp,0.6958
ca,ke,0.7175
ca,kg,0.5202
ca,kh,0.6904
ca,ki,0.628
ca,km,0.6819
ca,kn,0.686
ca,kp,0.6176
ca,kr,0.6829
ca,kw,0.7054
ca,ky,0.7535
ca,kz,0.8419
ca,la,0.7139
ca,lb,0.6702
ca,lc,0.8074
ca,li,0.7038
ca,lk,0.5799
ca,lr,0.5992
ca,ls,0.7676
ca,lt,0.6542
ca,lu,0.7188
ca,lv,0.6838
ca,ly,0.7167
ca,ma,0.6542
ca,mc,0.6461
ca,md,0.6495
ca,me,0.5086
ca,mf,0.6083
ca,mg,0.6921
ca,mh,0.7804
ca,mk,0.5949
ca,ml,0.6435
ca,mm,0.6331
ca,mn,0.628
ca,mo,0.8115
ca,mp,0.7974
ca,mq,0.7204
ca,mr,0.7324
ca,ms,0.7652
ca,mt,0.638
ca,mu,0.6634
ca,mv,0.6691
ca,mw,0.6876
ca,mx,0.5882
ca,my,0.6243
ca,mz,0.6567
ca,na,0.6939
ca,nc,0.7036
ca,ne,0.6926
ca,nf,0.6776
ca,ng,0.7319
ca,ni,0.8124
ca,nl,0.7034
ca,no,0.6206
ca,np,0.6261
ca,nr,0.8236
ca,nu,0.6682
ca,nz,0.7865
ca,om,0.5982
ca,pa,0.6755
ca,pe,0.5451
ca,pf,0.6565
ca,pg,0.7138
ca,ph,0.7181
ca,pk,0.8318
ca,pl,0.644
ca,pm,0.6693
ca,pn,0.7438
ca,pr,0.6537
ca,ps,0.7486
ca,pt,0.6147
ca,pw,0.8839
ca,py,0.7138
ca,qa,0.6976
ca,re,0.7245
ca,ro,0.6421
ca,rs,0.6199
ca,ru,0.679
ca,rw,0.763
ca,sa,0.824
ca,sb,0.7528
ca,sc,0.6217
ca,sd,0.7432
ca,se,0.7575
ca,sg,0.6198
ca,sh,0.7695
ca,si,0.6814
ca,sj,0.6206
ca,sk,0.6415
ca,sl,0.7764
ca,sm,0.6878
ca,sn,0.6308
ca,so,0.8214
ca,sr,0.6193
ca,ss,0.7686
ca,st,0.7074
ca,sv,0.8033
ca,sx,0.7064
ca,sy,0.7926
ca,sz,0.6217
ca,tc,0.7677
ca,td,0.6477
ca,tf,0.7496
ca,tg,0.6817
ca,th,0.6406
ca,tj,0.7381
ca,tk,0.7554
ca,tl,0.646
ca,tm,0.7842
ca,tn,0.5238
ca,to,0.672
ca,tr,0.4935
ca,tt,0.6426
ca,tv,0.8004
ca,tw,0.5644
ca,tz,0.765
ca,ua,0.744
ca,ug,0.6812
ca,um,0.6072
ca,us,0.6072
ca,uy,0.6932
ca,uz,0.7336
ca,va,0.6639
ca,vc,0.671
ca,ve,0.6602
ca,vg,0.7513
ca,vi,0.6583
ca,vn,0.537
ca,vu,0.689
ca,wf,0.646
ca,ws,0.6692
ca,xk,0.7704
ca,ye,0.7471
ca,yt,0.6782
ca,za,0.6904
ca,zm,0.7745
ca,zw,0.6894
cc,ad,0.701
cc,ae,0.6665
cc,af,0.5756
cc,ag,0.676
cc,ai,0.6459
cc,al,0.7962
cc,am,0.6845
cc,ao,0.6324
cc,aq,0.8
cc,ar,0.8206
cc,as,0.7323
cc,at,0.8034
cc,au,0.6383
cc,aw,0.7384
cc,ax,0.6492
cc,az,0.6421
cc,ba,0.6758
cc,bb,0.6569
cc,bd,0.6105
cc,be,0.6896
cc,bf,0.6296
cc,bg,0.7483
cc,bh,0.8018
cc,bi,0.717
cc,bj,0.6528
cc,bl,0.901
cc,bm,0.7059
cc,bn,0.7443
cc,bo,0.6088
cc,bq,0.7414
cc,br,0.5683
cc,bs,0.611
cc,bt,0.7329
cc,bv,0.6938
cc,bw,0.7369
cc,by,0.6446
cc,bz,0.6742
cc,ca,0.848
cc,cc,0.0
cc,cd,0.7264
cc,cf,0.6701
cc,cg,0.6601
cc,ch,0.8403
cc,ci,0.7347
cc,ck,0.627
cc,cl,0.8019
cc,cm,0.6582
cc,cn,0.7984
cc,co,0.6692
cc,cr,0.746
cc,cu,0.7306
cc,cv,0.6992
cc,cw,0.6563
cc,cx,0.549
cc,cy,0.9577
cc,cz,0.7902
cc,de,0.6804
cc,dj,0.7128
cc,dk,0.7825
cc,dm,0.5689
cc,do,0.7274
cc,dz,0.7829
cc,ec,0.6724
cc,ee,0.7622
cc,eg,0.7221
cc,eh,0.6439
cc,er,0.6494
cc,es,0.6714
cc,et,0.6154
cc,fi,0.8396
cc,fj,0.7256
cc,fk,0.6293
cc,fm,0.8115
cc,fo,0.8595
cc,fr,0.7601
cc,ga,0.6237
cc,gb-eng,0.9062
cc,gb-nir,0.9094
cc,gb-sct,0.7823
cc,gb-wls,0.6808
cc,gb,0.7055
cc,gd,0.6337
cc,ge,0.8941
cc,gf,0.6257
cc,gg,0.8855
cc,gh,0.6152
cc,gi,0.8473
cc,gl,0.8402
cc,gm,0.626
cc,gn,0.6397
cc,gp,0.5734
cc,gq,0.6975
cc,gr,0.7633
cc,gs,0.6083
cc,gt,0.7935
cc,gu,0.6445
cc,gw,0.6348
cc,gy,0.6053
cc,hk,0.7954
cc,hm,0.689
cc,hn,0.8128
cc,hr,0.7594
cc,ht,0.6965
cc,hu,0.7274
cc,id,0.8919
cc,ie,0.7641
cc,il,0.8574
cc,im,0.7622
cc,in,0.7115
cc,io,0.6848
cc,iq,0.7157
cc,ir,0.736
cc,is,0.6865
cc,it,0.741
cc,je,0.9035
cc,jm,0.5835
cc,jo,0.6445
cc,jp,0.9511
cc,ke,0.582
cc,kg,0.8158
cc,kh,0.6753
cc,ki,0.701
cc,km,0.6804
cc,kn,0.5962
cc,kp,0.6995
cc,kr,0.9057
cc,kw,0.6928
cc,ky,0.6237
cc,kz,0.6874
cc,la,0.6741
cc,lb,0.8074
cc,lc,0.8247
cc,li,0.6701
cc,lk,0.6385
cc,lr,0.7696
cc,ls,0.7083
cc,lt,0.633
cc,lu,0.7883
cc,lv,0.7341
cc,ly,0.6065
cc,ma,0.7273
cc,mc,0.8624
cc,md,0.6768
cc,me,0.7429
cc,mf,0.7601
cc,mg,0.7369
cc,mh,0.6715
cc,mk,0.7082
cc,ml,0.6481
cc,mm,0.6814
cc,mn,0.6798
cc,mo,0.6222
cc,mp,0.6859
cc,mq,0.5659
cc,mr,0.6106
cc,ms,0.6196
cc,mt,0.8424
cc,mu,0.6262
cc,mv,0.6686
cc,mw,0.5821
cc,mx,0.7214
cc,my,0.7417
cc,mz,0.625
cc,na,0.599
cc,nc,0.5916
cc,ne,0.6939
cc,nf,0.6762
cc,ng,0.7157
cc,ni,0.7773
cc,nl,0.731
cc,no,0.6938
cc,np,0.6121
cc,nr,0.6599
cc,nu,0.7603
cc,nz,0.6347
cc,om,0.7291
cc,pa,0.7917
cc,pe,0.8204
cc,pf,0.8094
cc,pg,0.6479
cc,ph,0.7143
cc,pk,0.6635
cc,pl,0.8605
cc,pm,0.6158
cc,pn,0.5988
cc,pr,0.8127
cc,ps,0.6581
cc,pt,0.6944
cc,pw,0.7893
cc,py,0.7441
cc,qa,0.7604
cc,re,0.7507
cc,ro,0.6778
cc,rs,0.7465
cc,ru,0.7738
cc,rw,0.6538
cc,sa,0.5819
cc,sb,0.5973
cc,sc,0.6857
cc,sd,0.6871
cc,se,0.6441
cc,sg,0.8693
cc,sh,0.6321
cc,si,0.8502
cc,sj,0.6938
cc,sk,0.7725
cc,sl,0.7144
cc,sm,0.8185
cc,sn,0.6641
cc,so,0.7826
cc,sr,0.6546
cc,ss,0.6158
cc,st,0.5846
cc,sv,0.7533
cc,sx,0.6773
cc,sy,0.6553
cc,sz,0.6367
cc,tc,0.6284
cc,td,0.6691
cc,tf,0.6808
cc,tg,0.6134
cc,th,0.7127
cc,tj,0.7473
cc,tk,0.6412
cc,tl,0.7125
cc,tm,0.552
cc,tn,0.8065
cc,to,0.7718
cc,tr,0.7949
cc,tt,0.7142
cc,tv,0.695
cc,tw,0.7966
cc,tz,0.5824
cc,ua,0.7221
cc,ug,0.6516
cc,um,0.7339
cc,us,0.7339
cc,uy,0.8137
cc,uz,0.7326
cc,va,0.8364
cc,vc,0.6214
cc,ve,0.6705
cc,vg,0.6101
cc,vi,0.8661
cc,vn,0.8344
cc,vu,0.5759
cc,wf,0.7454
cc,ws,0.721
cc,xk,0.681
cc,ye,0.7354
cc,yt,0.9051
cc,za,0.6222
cc,zm,0.2839
cc,zw,0.6365
cd,ad,0.6836
cd,ae,0.6605
cd,af,0.6471
cd,ag,0.6914
cd,ai,0.6202
cd,al,0.8515
cd,am,0.6999
cd,ao,0.695
cd,aq,0.6139
cd,ar,0.6193
cd,as,0.6586
cd,at,0.713
cd,au,0.6278
cd,aw,0.586
cd,ax,0.6383
cd,az,0.6032
cd,ba,0.6424
cd,bb,0.6527
cd,bd,0.6318
cd,be,0.7311
cd,bf,0.6662
cd,bg,0.682
cd,bh,0.7464
cd,bi,0.6761
cd,bj,0.6891
cd,bl,0.716
cd,bm,0.6375
cd,bn,0.7302
cd,bo,0.6689
cd,bq,0.6491
cd,br,0.6381
cd,bs,0.6058
cd,bt,0.7664
cd,bv,0.6526
cd,bw,0.6054
cd,by,0.6395
cd,bz,0.6236
cd,ca,0.7652
cd,cc,0.7264
cd,cd,0.0
cd,cf,0.6537
cd,cg,0.6684
cd,ch,0.8398
cd,ci,0.6787
cd,ck,0.6056
cd,cl,0.7023
cd,cm,0.6788
cd,cn,0.8025
cd,co,0.7048
cd,cr,0.6343
cd,cu,0.615
cd,cv,0.6021
cd,cw,0.6293
cd,cx,0.5988
cd,cy,0.7606
cd,cz,0.7183
cd,de,0.7662
cd,dj,0.6242
cd,dk,0.6991
cd,dm,0.6253
cd,do,0.5917
cd,dz,0.6792
cd,ec,0.7114
cd,ee,0.6622
cd,eg,0.6911
cd,eh,0.6576
cd,er,0.5817
cd,es,0.7321
cd,et,0.6724
cd,fi,0.6853
cd,fj,0.5699
cd,fk,0.6067
cd,fm,0.6332
cd,fo,0.6846
cd,fr,0.672
cd,ga,0.6
cd,gb-eng,0.739
cd,gb-nir,0.7622
cd,gb-sct,0.5951
cd,gb-wls,0.6099
cd,gb,0.5976
cd,gd,0.669
cd,ge,0.7606
cd,gf,0.7109
cd,gg,0.7487
cd,gh,0.6597
cd,gi,0.7379
cd,gl,0.7271
cd,gm,0.6079
cd,gn,0.6646
cd,gp,0.6584
cd,gq,0.6767
cd,gr,0.5913
cd,gs,0.6047
cd,gt,0.609
cd,gu,0.6253
cd,gw,0.6435
cd,gy,0.5799
cd,hk,0.7908
cd,hm,0.6429
cd,hn,0.6383
cd,hr,0.6666
cd,ht,0.6215
cd,hu,0.6524
cd,id,0.7914
cd,ie,0.6745
cd,il,0.6645
cd,im,0.7331
cd,in,0.6705
cd,io,0.5684
cd,iq,0.6903
cd,ir,0.6851
cd,is,0.5903
cd,it,0.6685
cd,je,0.7069
cd,jm,0.6319
cd,jo,0.6392
cd,jp,0.7595
cd,ke,0.6778
cd,kg,0.8597
cd,kh,0.6145
cd,ki,0.6533
cd,km,0.6438
cd,kn,0.666
cd,kp,0.6299
cd,kr,0.7169
cd,kw,0.6771
cd,ky,0.6078
cd,kz,0.5747
cd,la,0.6593
cd,lb,0.7093
cd,lc,0.6459
cd,li,0.6386
cd,lk,0.6589
cd,lr,0.6482
cd,ls,0.6261
cd,lt,0.6757
cd,lu,0.6554
cd,lv,0.6996
cd,ly,0.6988
cd,ma,0.7415
cd,mc,0.7245
cd,md,0.6652
cd,me,0.7995
cd,mf,0.672
cd,mg,0.6581
cd,mh,0.5415
cd,mk,0.7209
cd,ml,0.6875
cd,mm,0.7009
cd,mn,0.6428
cd,mo,0.6208
cd,mp,0.5863
cd,mq,0.6365
cd,mr,0.6651
cd,ms,0.6129
cd,mt,0.7189
cd,mu,0.6477
cd,mv,0.6835
cd,mw,0.6439
cd,mx,0.6453
cd,my,0.6501
cd,mz,0.6693
cd,na,0.4736
cd,nc,0.6024
cd,ne,0.6731
cd,nf,0.6436
cd,ng,0.6586
cd,ni,0.6177
cd,nl,0.6408
cd,no,0.6526
cd,np,0.5808
cd,nr,0.6533
cd,nu,0.7794
cd,nz,0.6277
cd,om,0.6513
cd,pa,0.67
cd,pe,0.7223
cd,pf,0.7001
cd,pg,0.7022
cd,ph,0.653
cd,pk,0.6754
cd,pl,0.7243
cd,pm,0.5148
cd,pn,0.5933
cd,pr,0.7525
cd,ps,0.6677
cd,pt,0.7736
cd,pw,0.6144
cd,py,0.6457
cd,qa,0.6931
cd,re,0.6476
cd,ro,0.6805
cd,rs,0.6316
cd,ru,0.6726
cd,rw,0.6043
cd,sa,0.6628
cd,sb,0.5484
cd,sc,0.5917
cd,sd,0.6764
cd,se,0.638
cd,sg,0.731
cd,sh,0.6152
cd,si,0.7332
cd,sj,0.6526
cd,sk,0.6813
cd,sl,0.6127
cd,sm,0.6229
cd,sn,0.6962
cd,so,0.6065
cd,sr,0.619
cd,ss,0.6202
cd,st,0.6593
cd,sv,0.6168
cd,sx,0.6186
cd,sy,0.6626
cd,sz,0.5896
cd,tc,0.6204
cd,td,0.6894
cd,tf,0.5991
cd,tg,0.653
cd,th,0.6473
cd,tj,0.7186
cd,tk,0.6506
cd,tl,0.7454
cd,tm,0.626
cd,tn,0.8182
cd,to,0.7709
cd,tr,0.8086
cd,tt,0.6703
cd,tv,0.5911
cd,tw,0.769
cd,tz,0.5509
cd,ua,0.7083
cd,ug,0.7384
cd,um,0.6026
cd,us,0.6026
cd,uy,0.6359
cd,uz,0.6096
cd,va,0.7666
cd,vc,0.6694
cd,ve,0.6761
cd,vg,0.6046
cd,vi,0.6773
cd,vn,0.8786
cd,vu,0.6124
cd,wf,0.6977
cd,ws,0.6573
cd,xk,0.5763
cd,ye,0.7033
cd,yt,0.7115
cd,za,0.5846
cd,zm,0.7123
cd,zw,0.6921
cf,ad,0.5905
cf,ae,0.5822
cf,af,0.5715
cf,ag,0.5898
cf,ai,0.6213
cf,al,0.7202
